"Handle","Title","Max Size","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: custom.colour [list.single_line_text_field]","Metafield: custom.mood [list.single_line_text_field]","Metafield: custom.style [list.single_line_text_field]","Metafield: custom.themes [list.single_line_text_field]","Metafield: custom.shape [list.single_line_text_field]","Metafield: custom.space [list.single_line_text_field]","Metafield: custom.artist_name [multi_line_text_field]","Metafield: custom.artwork_story [multi_line_text_field]","Metafield: custom.exclusivity [single_line_text_field]","Metafield: custom.artist [metaobject_reference]","Print Specification (product.metafields.custom.print_specification)","Variant Image","Variant Weight Unit","Status","Custom Collections","Template Suffix","Included / United Kingdom","Price / United Kingdom","Compare At Price / United Kingdom","Included / Europe USA & ROW","Price / Europe USA & ROW","Compare At Price / Europe USA & ROW","Included / Canada, AU & NZ","Price / Canada, AU & NZ","Compare At Price / Canada, AU & NZ"
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","18"" x 24""","","","White Frame","","","","","","200","10","continue","manual","165.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","18"" x 24""","","","Natural Frame","","","","","","200","10","continue","manual","165.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 28""","","","Unframed","","","","","","10","10","continue","manual","80.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 28""","","","Black Frame","","","","","","3000","10","continue","manual","175.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 28""","","","White Frame","","","","","","3000","10","continue","manual","175.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 28""","","","Natural Frame","","","","","","3000","10","continue","manual","175.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 30""","","","Unframed","","","","","","10","10","continue","manual","85.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 30""","","","Black Frame","","","","","","3000","10","continue","manual","185.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 30""","","","White Frame","","","","","","3000","10","continue","manual","185.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","20"" x 30""","","","Natural Frame","","","","","","3000","10","continue","manual","185.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 32""","","","Unframed","","","","","","10","10","continue","manual","95.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 32""","","","Black Frame","","","","","","3000","10","continue","manual","220.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 32""","","","White Frame","","","","","","3000","10","continue","manual","220.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 32""","","","Natural Frame","","","","","","3000","10","continue","manual","220.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 36""","","","Unframed","","","","","","10","10","continue","manual","99.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 36""","","","Black Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 36""","","","White Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","24"" x 36""","","","Natural Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","28"" x 40""","","","Unframed","","","","","","10","10","continue","manual","135.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","28"" x 40""","","","Black Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","28"" x 40""","","","White Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","28"" x 40""","","","Natural Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","30"" x 40""","","","Unframed","","","","","","10","10","continue","manual","125.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","30"" x 40""","","","Black Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","30"" x 40""","","","White Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","30"" x 40""","","","Natural Frame","","","","","","3000","10","continue","manual","280.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A0 - 33.1"" x 46.8""","","","Unframed","","","","","","10","10","continue","manual","150.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A0 - 33.1"" x 46.8""","","","Black Frame","","","","","","15000","10","continue","manual","310.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A0 - 33.1"" x 46.8""","","","White Frame","","","","","","15000","10","continue","manual","310.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A0 - 33.1"" x 46.8""","","","Natural Frame","","","","","","15000","10","continue","manual","310.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A1 - 23.4"" x 33.1""","","","Unframed","","","","","","10","10","continue","manual","99.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A1 - 23.4"" x 33.1""","","","Black Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A1 - 23.4"" x 33.1""","","","White Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A1 - 23.4"" x 33.1""","","","Natural Frame","","","","","","3000","10","continue","manual","210.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A2 - 16.5"" x 23.4""","","","Unframed","","","","","","10","10","continue","manual","65.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A2 - 16.5"" x 23.4""","","","Black Frame","","","","","","200","10","continue","manual","150.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A2 - 16.5"" x 23.4""","","","White Frame","","","","","","200","10","continue","manual","150.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A2 - 16.5"" x 23.4""","","","Natural Frame","","","","","","200","10","continue","manual","150.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A3 - 11.7"" x 16.5""","","","Unframed","","","","","","10","10","continue","manual","39.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A3 - 11.7"" x 16.5""","","","Black Frame","","","","","","200","10","continue","manual","92.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A3 - 11.7"" x 16.5""","","","White Frame","","","","","","200","10","continue","manual","92.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-hazy-delight-aaron-borchardt","","","","","","","","","","A3 - 11.7"" x 16.5""","","","Natural Frame","","","","","","200","10","continue","manual","92.00","","true","true","","","","","","","","","","","","","","","","","","","","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","Glitch 25.915 Flwr.002 - Aaron Borchardt","A0","<p><strong>Glitch 25.915 Flwr.002 by Aaron Borchardt</strong></p><p>Immerse yourself in the captivating world of <i>Glitch 25.915 Flwr.002</i> by Aaron Borchardt. This abstract masterpiece melds vibrant hues to create a dynamic visual experience. Its intriguing fusion of digital distortion and floral motifs strikes a perfect balance between chaos and harmony, transporting the viewer into a dreamlike state. Bursting with vibrant colours, this artwork evokes energy and whimsy, making it a standout piece in any collection.</p><p>Printed on archival-quality, 200gsm paper with 12 pigment-rich inks to ensure lasting vibrancy. Global shipping is available, making it easy to bring this unique creation into your space.</p><p>Perfect for adding a burst of colour and modern flair to a contemporary living space, office, or art gallery. It pairs beautifully with minimalistic or eclectic interiors, infusing a touch of avant-garde sophistication.</p>","Aaron Borchardt","Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork","Posters, Prints, & Visual Artwork","","FALSE","Size","12"" x 16""","","Frame","Unframed","","","","","","10","10","continue","manual","39.00","","true","true","","https://www.dropbox.com/scl/fi/ll7f1pbvclb2bb21n2hv8/1.-Black-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=6x3227burrrbkc7jbxf7mzoas&raw=1","1","""Glitch 25.915 Flwr.002 by Aaron Borchardt in Black Frame, mockup; East Side Studio London art print gallery""","","Abstract Art Print - Glitch 25.915 Flwr.002 by Aaron Borchardt | East Side Studio London","Shop Glitch 25.915 Flwr.002 by Aaron Borchardt, an energetic art print of abstract flowers in multicolour. Shop now at East Side Studio London.","[""Multicolour"",""Green"",""Pink"",""Orange"",""Black""]","[""Energetic"",""Whimsical"",""Dreamy""]","[""Abstract"",""Contemporary"",""Mixed Media""]","[""Floral"",""Nature"",""Fantasy""]","[""Portrait""]","[""Living Room"",""Kitchen"",""Office"",""Hallway"",""Bedroom"",""Dining Room"",""Bathroom""]","Aaron Borchardt","","Exclusive to East Side Studio London","artists.aaron-borchardt","","https://www.dropbox.com/scl/fi/4vp0axqxzo7z8mii3biud/7.-Unframed-Print_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=7gju6c2gwp6k38g8tr7anv92f&raw=1","g","draft","New Releases, All Prints","main-product-template","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 16""","","","Black Frame","","","","","","200","10","continue","manual","92.00","","true","true","","https://www.dropbox.com/scl/fi/oj5bjzg14yrcwkarspfbg/2.-White-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=z9q53eu7y73y9zozriioxec6y&raw=1","2","""Glitch 25.915 Flwr.002"" by Aaron Borchardt, artwork in white frame, styled mockup, East Side Studio London.","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/ll7f1pbvclb2bb21n2hv8/1.-Black-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=6x3227burrrbkc7jbxf7mzoas&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 16""","","","White Frame","","","","","","200","10","continue","manual","92.00","","true","true","","https://www.dropbox.com/scl/fi/2vn03w9qt60joqbwdiasr/3.-Natural-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=ldxyz99hdohlywespfv43m2vu&raw=1","3","""Glitch 25.915 Flwr.002 by Aaron Borchardt with Natural Frame, East Side Studio London art gallery print mockup""","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/oj5bjzg14yrcwkarspfbg/2.-White-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=z9q53eu7y73y9zozriioxec6y&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 16""","","","Natural Frame","","","","","","200","10","continue","manual","92.00","","true","true","","https://www.dropbox.com/scl/fi/z5ufoz0qjekhgs12vdgs8/6.-Lifestyle-Image3_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=siv4quyh7huap7hsnpzxq2uwl&raw=1","4","Glitch 25.915 Flwr.002 by Aaron Borchardt in lifestyle setting, styled interior at East Side Studio London.","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/2vn03w9qt60joqbwdiasr/3.-Natural-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=ldxyz99hdohlywespfv43m2vu&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 18""","","","Unframed","","","","","","10","10","continue","manual","39.00","","true","true","","https://www.dropbox.com/scl/fi/uv5zx2jtdopjjrolleh9p/5.-Lifestyle-Image2_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=aybbrd6gmeo6by1mhi72ig3o1&raw=1","5","""Glitch 25.915 Flwr.002 by Aaron Borchardt in styled interior, framed fine art print from East Side Studio London""","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/4vp0axqxzo7z8mii3biud/7.-Unframed-Print_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=7gju6c2gwp6k38g8tr7anv92f&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 18""","","","Black Frame","","","","","","200","10","continue","manual","95.00","","true","true","","https://www.dropbox.com/scl/fi/gc1o6v0jgqxx306r0ajps/4.-Lifestyle-Image1_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=g0ljsf99qxzpeyxekt6du7ni8&raw=1","6","""Glitch 25.915 Flwr.002"" by Aaron Borchardt in styled interior, framed print, East Side Studio London fine art gallery.","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/ll7f1pbvclb2bb21n2hv8/1.-Black-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=6x3227burrrbkc7jbxf7mzoas&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 18""","","","White Frame","","","","","","200","10","continue","manual","95.00","","true","true","","https://www.dropbox.com/scl/fi/4vp0axqxzo7z8mii3biud/7.-Unframed-Print_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=7gju6c2gwp6k38g8tr7anv92f&raw=1","7","""Glitch 25.915 Flwr.002 by Aaron Borchardt, unframed art print, East Side Studio London product mockup image.""","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/oj5bjzg14yrcwkarspfbg/2.-White-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=z9q53eu7y73y9zozriioxec6y&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","12"" x 18""","","","Natural Frame","","","","","","200","10","continue","manual","95.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/2vn03w9qt60joqbwdiasr/3.-Natural-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=ldxyz99hdohlywespfv43m2vu&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","18"" x 24""","","","Unframed","","","","","","10","10","continue","manual","75.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/4vp0axqxzo7z8mii3biud/7.-Unframed-Print_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=7gju6c2gwp6k38g8tr7anv92f&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","18"" x 24""","","","Black Frame","","","","","","200","10","continue","manual","165.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/ll7f1pbvclb2bb21n2hv8/1.-Black-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=6x3227burrrbkc7jbxf7mzoas&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","18"" x 24""","","","White Frame","","","","","","200","10","continue","manual","165.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/oj5bjzg14yrcwkarspfbg/2.-White-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=z9q53eu7y73y9zozriioxec6y&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","18"" x 24""","","","Natural Frame","","","","","","200","10","continue","manual","165.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/2vn03w9qt60joqbwdiasr/3.-Natural-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=ldxyz99hdohlywespfv43m2vu&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","20"" x 28""","","","Unframed","","","","","","10","10","continue","manual","80.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/4vp0axqxzo7z8mii3biud/7.-Unframed-Print_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=7gju6c2gwp6k38g8tr7anv92f&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
"glitch-25915-flwr002-aaron-borchardt","","","","","","","","","","20"" x 28""","","","Black Frame","","","","","","3000","10","continue","manual","175.00","","true","true","","","","","","","","","","","","","","","","","","","https://www.dropbox.com/scl/fi/ll7f1pbvclb2bb21n2hv8/1.-Black-Frame_-LowRes_Aaron-Borchardt_Glitch-25.915-Flwr.002_A-Ratio-Portrait-1-2.jpg?rlkey=6x3227burrrbkc7jbxf7mzoas&raw=1","g","","","","TRUE","","","TRUE","","","TRUE","",""
